INFO:bdonline.replay.trainers_replay:No data files found to load for adaptation in data/online/2019-09-26
INFO:__main__:Starting server on port 7987
INFO:__main__:Started server
INFO:__main__:New connection from ('127.0.0.1', 51598)!
INFO:__main__:Connected to out Server
  77 100  49   5  41  95  31  22  13  25   3  82  90  17   0  61  35  73
   0 101  66  34  33  44  78  12  36]
INFO:bdonline.replay.trainers_replay:[ 17  23  47  42  62  97  81  98   0  98  15  57  46  73  84  65  50  79
  28  17  27  33   2  45  51  79  86  62  49  70  34  34  56  23  38  52
  18  74  17  98 106  93  48  73 105]
INFO:bdonline.replay.trainers_replay:Time for training: 0.31s
INFO:__main__:Prediction for sample 58849:
[0.6425212  0.35747883] with label1.0
INFO:__main__:Prediction for sample 58974:
[0.55128235 0.44871762] with label1.0
INFO:__main__:Prediction for sample 59099:
[0.5268661  0.47313392] with label1.0
INFO:__main__:Prediction for sample 59224:
[0.43054488 0.5694551 ] with label1.0
INFO:__main__:Prediction for sample 59349:
[0.5962764  0.40372354] with label1.0
INFO:__main__:Prediction for sample 59474:
[0.51795375 0.48204625] with label0.0
INFO:__main__:Prediction for sample 59599:
[0.4734115 0.5265885] with label0.0
INFO:__main__:Prediction for sample 59724:
[0.6226106  0.37738934] with label0.0
INFO:__main__:Prediction for sample 59849:
[0.43825346 0.5617466 ] with label0.0
INFO:__main__:Prediction for sample 59974:
[0.52539134 0.4746087 ] with label0.0
INFO:__main__:Prediction for sample 60099:
[0.5585855  0.44141445] with label0.0
INFO:__main__:Prediction for sample 60224:
[0.42676148 0.57323843] with label0.0
INFO:__main__:Prediction for sample 60349:
[0.5875353  0.41246462] with label0.0
INFO:__main__:Prediction for sample 60474:
[0.5840389  0.41596106] with label0.0
INFO:__main__:Prediction for sample 60599:
[0.45286274 0.5471373 ] with label0.0
INFO:__main__:Prediction for sample 60724:
[0.47011426 0.5298857 ] with label2.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 2, from 19861 to 19997
INFO:bdonline.replay.trainers_replay:Now 17 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[ 98  93 109  41  82  11  35  97  67   2  70  64  85  54  65  87  14  28
  12  57  32 109 102  76  27  21  49  36  91  10  39 100  81  42  84  54
  33  53  88  38  60  46  38  83  59]
INFO:bdonline.replay.trainers_replay:[ 61  45 107 104  36 106  56  14  18  48  62 105 101  65  59  14  47  13
 104  61   1  88 110  84   4  40  97  17  31 110  67  22  87  82  14  36
   1  91  42  34 107 106  12  97  77]
INFO:bdonline.replay.trainers_replay:[ 39  93  74  67  79  68  33 102  75  85  43   7 106  47  41 106  22  90
  95  36  57   1  53  11  52  13  96  45 100  51  57 103  77  46  18  85
  38  63  82  18  34   3  58 109  29]
INFO:bdonline.replay.trainers_replay:[ 97  55  47  67  32  29  86  97  95 104   4  32  36  87  59  41  89  11
  15  74  61  28  41 110  89   5  18  94  83  13  99  87  32  76  33  84
  76  71  98   5  35  51  47   1  19]
INFO:bdonline.replay.trainers_replay:[ 28  25  88  17  35  99   8  39  70 102  37  43   8   4  23  97  46 104
  60  86  76  75  91 107  54  48  67  54  12  26  31  99 100  57  41  74
 105  13   9  65  41  17 106  56  43]
INFO:bdonline.replay.trainers_replay:Time for training: 0.31s
INFO:__main__:Prediction for sample 60849:
[0.5973677 0.4026323] with label2.0
INFO:__main__:Prediction for sample 60974:
[0.43583322 0.5641668 ] with label2.0
INFO:__main__:Prediction for sample 61099:
[0.5457175  0.45428255] with label2.0
INFO:__main__:Prediction for sample 61224:
[0.42509335 0.57490665] with label2.0
INFO:__main__:Prediction for sample 61349:
[0.62819165 0.37180835] with label0.0
INFO:__main__:Prediction for sample 61474:
[0.4578505 0.5421496] with label0.0
INFO:__main__:Prediction for sample 61599:
[0.5225715 0.4774285] with label0.0
INFO:__main__:Prediction for sample 61724:
[0.49029726 0.5097028 ] with label0.0
INFO:__main__:Prediction for sample 61849:
[0.47140518 0.52859485] with label0.0
INFO:__main__:Prediction for sample 61974:
[0.54025793 0.45974204] with label0.0
INFO:__main__:Prediction for sample 62099:
[0.4594057  0.54059434] with label0.0
INFO:__main__:Prediction for sample 62224:
[0.58002    0.41997996] with label0.0
INFO:__main__:Prediction for sample 62349:
[0.5218317 0.4781683] with label0.0
INFO:__main__:Prediction for sample 62474:
[0.48900357 0.51099646] with label0.0
INFO:__main__:Prediction for sample 62599:
[0.47644255 0.5235574 ] with label0.0
INFO:__main__:Prediction for sample 62724:
[0.5537627  0.44623724] with label0.0
INFO:__main__:Prediction for sample 62849:
[0.51068926 0.48931074] with label0.0
INFO:__main__:Prediction for sample 62974:
[0.5443161  0.45568395] with label0.0
INFO:__main__:Prediction for sample 63099:
[0.49988344 0.5001166 ] with label0.0
INFO:__main__:Prediction for sample 63224:
[0.54138154 0.45861846] with label0.0
INFO:__main__:Prediction for sample 63349:
[0.48494643 0.5150536 ] with label0.0
INFO:__main__:Prediction for sample 63474:
[0.5092864  0.49071354] with label0.0
INFO:__main__:Prediction for sample 63599:
[0.60184455 0.3981554 ] with label0.0
INFO:__main__:Prediction for sample 63724:
[0.4348884 0.5651117] with label0.0
INFO:__main__:Prediction for sample 63849:
[0.5854942  0.41450578] with label0.0
INFO:__main__:Prediction for sample 63974:
[0.37083724 0.6291628 ] with label0.0
INFO:__main__:Prediction for sample 64099:
[0.61108774 0.38891226] with label0.0
INFO:__main__:Prediction for sample 64224:
[0.4468375 0.5531625] with label0.0
INFO:__main__:Prediction for sample 64349:
[0.52751565 0.47248435] with label0.0
INFO:__main__:Prediction for sample 64474:
[0.64245886 0.35754114] with label0.0
INFO:__main__:Prediction for sample 64599:
[0.42535424 0.57464576] with label0.0
INFO:__main__:Prediction for sample 64724:
[0.5807284  0.41927165] with label0.0
INFO:__main__:Prediction for sample 64849:
[0.50845164 0.49154836] with label0.0
INFO:__main__:Prediction for sample 64974:
[0.49749446 0.5025056 ] with label0.0
INFO:__main__:Prediction for sample 65099:
[0.50298065 0.49701938] with label0.0
INFO:__main__:Prediction for sample 65224:
[0.4856713  0.51432866] with label0.0
INFO:__main__:Prediction for sample 65349:
[0.53826416 0.46173584] with label0.0
INFO:__main__:Prediction for sample 65474:
[0.3858736  0.61412644] with label0.0
INFO:__main__:Prediction for sample 65599:
[0.6353117 0.3646884] with label0.0
INFO:__main__:Prediction for sample 65724:
[0.3893397 0.6106603] with label0.0
INFO:__main__:Prediction for sample 65849:
[0.53281933 0.4671806 ] with label0.0
INFO:__main__:Prediction for sample 65974:
[0.47876975 0.5212303 ] with label0.0
INFO:__main__:Prediction for sample 66099:
[0.5454105  0.45458946] with label0.0
INFO:__main__:Prediction for sample 66224:
[0.57134145 0.4286586 ] with label0.0
INFO:__main__:Prediction for sample 66349:
[0.5694162  0.43058378] with label0.0
INFO:__main__:Prediction for sample 66474:
[0.38948825 0.6105118 ] with label0.0
INFO:__main__:Prediction for sample 66599:
[0.6417598 0.3582402] with label0.0
INFO:__main__:Prediction for sample 66724:
[0.41369528 0.58630466] with label0.0
INFO:__main__:Prediction for sample 66849:
[0.49611813 0.5038818 ] with label0.0
INFO:__main__:Prediction for sample 66974:
[0.5439489  0.45605105] with label0.0
INFO:__main__:Prediction for sample 67099:
[0.37139213 0.6286078 ] with label0.0
INFO:__main__:Prediction for sample 67224:
[0.49223587 0.5077641 ] with label0.0
INFO:__main__:Prediction for sample 67349:
[0.48558208 0.5144179 ] with label0.0
INFO:__main__:Prediction for sample 67474:
[0.6431172  0.35688278] with label0.0
INFO:__main__:Prediction for sample 67599:
[0.43121216 0.56878775] with label0.0
INFO:__main__:Prediction for sample 67724:
[0.5717379 0.4282622] with label0.0
INFO:__main__:Prediction for sample 67849:
[0.56713223 0.43286774] with label0.0
INFO:__main__:Prediction for sample 67974:
[0.46752557 0.5324744 ] with label0.0
INFO:__main__:Prediction for sample 68099:
[0.55993587 0.4400641 ] with label0.0
INFO:__main__:Prediction for sample 68224:
[0.45641637 0.5435837 ] with label0.0
INFO:__main__:Prediction for sample 68349:
[0.49003202 0.509968  ] with label0.0
INFO:__main__:Prediction for sample 68474:
[0.5379368  0.46206313] with label0.0
INFO:__main__:Prediction for sample 68599:
[0.5211356  0.47886434] with label0.0
INFO:__main__:Prediction for sample 68724:
[0.34012318 0.6598769 ] with label0.0
INFO:__main__:Prediction for sample 68849:
[0.6916276  0.30837235] with label0.0
INFO:__main__:Prediction for sample 68974:
[0.5043319  0.49566808] with label0.0
INFO:__main__:Prediction for sample 69099:
[0.41068742 0.5893126 ] with label0.0
INFO:__main__:Prediction for sample 69224:
[0.6043156  0.39568436] with label0.0
INFO:__main__:Prediction for sample 69349:
[0.537063   0.46293697] with label0.0
INFO:__main__:Prediction for sample 69474:
[0.49382165 0.5061784 ] with label0.0
INFO:__main__:Prediction for sample 69599:
[0.4809118 0.5190882] with label0.0
INFO:__main__:Prediction for sample 69724:
[0.49341375 0.50658625] with label0.0
INFO:__main__:Prediction for sample 69849:
[0.4619593 0.5380407] with label0.0
INFO:__main__:Prediction for sample 69974:
[0.4443227 0.5556773] with label0.0
INFO:__main__:Prediction for sample 70099:
[0.59703547 0.4029645 ] with label0.0
INFO:__main__:Prediction for sample 70224:
[0.4196381 0.5803619] with label0.0
INFO:__main__:Prediction for sample 70349:
[0.6520632 0.3479368] with label0.0
INFO:__main__:Prediction for sample 70474:
[0.3344864  0.66551363] with label0.0
INFO:__main__:Prediction for sample 70599:
[0.6713432  0.32865682] with label0.0
INFO:__main__:Prediction for sample 70724:
[0.4329214 0.5670786] with label0.0
INFO:__main__:Prediction for sample 70849:
[0.64264977 0.3573503 ] with label0.0
INFO:__main__:Prediction for sample 70974:
[0.46728805 0.532712  ] with label0.0
INFO:__main__:Prediction for sample 71099:
[0.45766097 0.542339  ] with label0.0
INFO:__main__:Prediction for sample 71224:
[0.47068462 0.52931535] with label0.0
INFO:__main__:Prediction for sample 71349:
[0.53392816 0.46607184] with label0.0
INFO:__main__:Prediction for sample 71474:
[0.5279161  0.47208396] with label0.0
INFO:__main__:Prediction for sample 71599:
[0.5301482  0.46985176] with label0.0
INFO:__main__:Prediction for sample 71724:
[0.4586135 0.5413865] with label0.0
INFO:__main__:Prediction for sample 71849:
[0.63231975 0.3676802 ] with label0.0
INFO:__main__:Prediction for sample 71974:
[0.4328112  0.56718886] with label0.0
INFO:__main__:Prediction for sample 72099:
[0.59451    0.40548995] with label0.0
INFO:__main__:Prediction for sample 72224:
[0.4874501  0.51254994] with label0.0
INFO:__main__:Prediction for sample 72349:
[0.5031007  0.49689934] with label0.0
INFO:__main__:Prediction for sample 72474:
[0.4232567  0.57674336] with label0.0
INFO:__main__:Prediction for sample 72599:
[0.64131147 0.3586885 ] with label0.0
INFO:__main__:Prediction for sample 72724:
[0.4570101 0.5429899] with label0.0
INFO:__main__:Prediction for sample 72849:
[0.5130786  0.48692143] with label0.0
INFO:__main__:Prediction for sample 72974:
[0.49923778 0.5007623 ] with label0.0
INFO:__main__:Prediction for sample 73099:
[0.46624258 0.53375745] with label0.0
INFO:__main__:Prediction for sample 73224:
[0.5049534  0.49504665] with label0.0
INFO:__main__:Prediction for sample 73349:
[0.531856 0.468144] with label0.0
INFO:__main__:Prediction for sample 73474:
[0.40612558 0.5938744 ] with label0.0
INFO:__main__:Prediction for sample 73599:
[0.62088495 0.37911505] with label0.0
INFO:__main__:Prediction for sample 73724:
[0.53518337 0.4648166 ] with label0.0
INFO:__main__:Prediction for sample 73849:
[0.604544 0.395456] with label0.0
INFO:__main__:Prediction for sample 73974:
[0.35338366 0.6466164 ] with label0.0
INFO:__main__:Prediction for sample 74099:
[0.7143164  0.28568366] with label0.0
INFO:__main__:Prediction for sample 74224:
[0.41127795 0.58872205] with label0.0
INFO:__main__:Prediction for sample 74349:
[0.5037596 0.4962404] with label0.0
INFO:__main__:Prediction for sample 74474:
[0.62304956 0.3769504 ] with label0.0
INFO:__main__:Prediction for sample 74599:
[0.3805927 0.6194073] with label0.0
INFO:__main__:Prediction for sample 74724:
[0.508612  0.4913881] with label0.0
INFO:__main__:Prediction for sample 74849:
[0.61730283 0.38269717] with label0.0
INFO:__main__:Prediction for sample 74974:
[0.40038306 0.59961694] with label0.0
INFO:__main__:Prediction for sample 75099:
[0.5380387  0.46196133] with label0.0
INFO:__main__:Prediction for sample 75224:
[0.5301919  0.46980813] with label0.0
INFO:__main__:Prediction for sample 75349:
[0.476798   0.52320206] with label0.0
INFO:__main__:Prediction for sample 75474:
[0.51974803 0.480252  ] with label0.0
INFO:__main__:Prediction for sample 75599:
[0.5549079  0.44509208] with label0.0
INFO:__main__:Prediction for sample 75724:
[0.5601027  0.43989736] with label0.0
INFO:__main__:Prediction for sample 75849:
[0.63220584 0.3677942 ] with label0.0
INFO:__main__:Prediction for sample 75974:
[0.3796679 0.620332 ] with label0.0
INFO:__main__:Prediction for sample 76099:
[0.56214994 0.43785012] with label0.0
INFO:__main__:Prediction for sample 76224:
[0.5488998  0.45110023] with label1.0
INFO:__main__:Prediction for sample 76349:
[0.5257834  0.47421664] with label1.0
INFO:__main__:Prediction for sample 76474:
[0.3575897 0.6424102] with label1.0
INFO:__main__:Prediction for sample 76599:
[0.6757675  0.32423258] with label1.0
INFO:bdonline.replay.trainers_replay:Trial has ended for class 1, from 19516 to 19993
INFO:bdonline.replay.trainers_replay:Now 18 trials (including breaks)
INFO:bdonline.replay.trainers_replay:Training model...
INFO:bdonline.replay.trainers_replay:[  5  89  59  85  17  32  70  71  47  37  92  15  11  83  20  74  83   8
  16  73  54   2  46  44   3   4  35  51 104  81  59  89  25  89  88  42
  68  75  28   5  68  58   5 112  68]
INFO:bdonline.replay.trainers_replay:[ 56 107  23  51  59  75  91  26  68  41  31  86  21 117  44  58  78  21
  99  95  53 117  32  91   8  14   2  91  99  66  16  30   9  73 102 114
  22  59  93  60  38  49  49 116 116]
INFO:bdonline.replay.trainers_replay:[ 11 101  80   8  23  94  31  79  30  82  16  51  49   7  88  20  24  26
  71  50  93  88  69  87 111  85 102  10  81  41  58  72  73  11  18  63
  90  57 109  12  17  48  61  41  68]
INFO:bdonline.replay.trainers_replay:[ 18  22  87  34  11  25  68 103 106  30  25  76  37  43  84  97 117  54
  63  19  35  44  18 117  20  81   2  78  51 100 115  73   8   6   0  97
  92 102  86  38   5  18 101   7  78]
INFO:bdonline.replay.trainers_replay:[ 61  82  93 104  31  37  46  92   2  57  16 112  87  47 117  14  78  85
 105 116  27  28  64   1   2  71  27  99  86 107  79  80  27  23  91 105
  44  16  29   6 112  19   0  97 107]
INFO:bdonline.replay.trainers_replay:Time for training: 0.31s
INFO:__main__:Prediction for sample 76724:
[0.5310254 0.4689746] with label1.0
INFO:__main__:Prediction for sample 76849:
[0.5172753  0.48272473] with label1.0
INFO:__main__:Prediction for sample 76974:
[0.30823573 0.69176424] with label1.0
INFO:__main__:Prediction for sample 77099:
[0.6210904  0.37890962] with label1.0
INFO:__main__:Prediction for sample 77224:
[0.45480213 0.5451979 ] with label1.0
INFO:__main__:Prediction for sample 77349:
[0.43220615 0.56779385] with label0.0
INFO:__main__:Prediction for sample 77474:
[0.67546046 0.3245395 ] with label0.0
INFO:__main__:Prediction for sample 77599:
[0.540884 0.459116] with label0.0
INFO:__main__:Prediction for sample 77724:
[0.45164022 0.5483598 ] with label0.0
INFO:__main__:Prediction for sample 77849:
[0.6182532 0.3817469] with label0.0
INFO:__main__:Prediction for sample 77974:
[0.30980685 0.69019324] with label0.0
INFO:__main__:Prediction for sample 78099:
[0.7031175  0.29688257] with label0.0
INFO:__main__:Prediction for sample 78224:
[0.32720894 0.6727912 ] with label0.0
INFO:__main__:Prediction for sample 78349:
[0.57346845 0.42653152] with label0.0
INFO:__main__:Prediction for sample 78474:
[0.61010224 0.38989764] with label0.0
INFO:__main__:Prediction for sample 78599:
[0.43525198 0.564748  ] with label0.0
INFO:__main__:Prediction for sample 78724:
[0.5193039  0.48069608] with label0.0
INFO:__main__:Prediction for sample 78849:
[0.4161306 0.5838694] with label0.0
INFO:__main__:Prediction for sample 78974:
[0.5754671 0.4245329] with label0.0
INFO:__main__:Prediction for sample 79099:
[0.5009308 0.4990692] with label0.0
INFO:__main__:Prediction for sample 79224:
[0.38871205 0.611288  ] with label0.0
INFO:__main__:Prediction for sample 79349:
[0.53934187 0.46065816] with label0.0
INFO:__main__:Prediction for sample 79474:
[0.5306749  0.46932516] with label0.0
INFO:__main__:Prediction for sample 79599:
[0.57018876 0.42981127] with label0.0
INFO:__main__:Prediction for sample 79724:
[0.490401 0.509599] with label0.0
INFO:__main__:Prediction for sample 79849:
[0.6393957 0.3606043] with label0.0
INFO:__main__:Saving data to data/online/2019-09-26\2019-09-26_14-07-14.npy
INFO:__main__:Save model params to D:\braindecode-online\bdonline\models\\best_model\2019-09-26_14-07-14.model_params.pkl
INFO:__main__:Save trainer params to D:\braindecode-online\bdonline\models\\best_model\2019-09-26_14-07-14.trainer_params.pkl
